🕘️更新时间,#genre#
山东新闻,http://111.14.186.11:5009/hls/22/index.m3u8
山东教育,http://210.76.37.57:1234/hls/29/index.m3u8
山东农科,http://111.14.186.11:5009/hls/23/index.m3u8
山东生活,http://111.14.186.11:5009/hls/20/index.m3u8
山东体育,http://111.14.186.11:5009/hls/21/index.m3u8

☘️山西频道,#genre#

☘️安徽频道,#genre#

☘️宁夏频道,#genre#

☘️吉林频道,#genre#

☘️内蒙古频道,#genre#

☘️云南频道,#genre#

☘️青海频道,#genre#

☘️黑龙江频道,#genre#
黑龙江新闻法治,http://210.76.37.57:1234/hls/5/index.m3u8

🌊港·澳·台,#genre#

🎬数字频道,#genre#
CHC动作电影,http://60.16.0.36:5757/hls/58/index.m3u8
CHC家庭影院,http://60.16.0.36:5757/hls/57/index.m3u8
CHC影迷电影,http://60.16.0.36:5757/hls/39/index.m3u8
CHC影迷电影,http://219.139.124.61:8089/hls/28/index.m3u8
冰雪体育,http://60.16.0.36:5757/hls/52/index.m3u8
动漫秀场,http://60.16.0.36:5757/hls/53/index.m3u8
天元围棋,http://60.16.0.36:5757/hls/48/index.m3u8
极速汽车,http://60.16.0.36:5757/hls/43/index.m3u8
游戏风云,http://210.76.37.57:1234/hls/84/index.m3u8
游戏风云,http://60.16.0.36:5757/hls/44/index.m3u8
环球奇观,http://210.76.37.57:1234/hls/75/index.m3u8
生活时尚,http://60.16.0.36:5757/hls/63/index.m3u8
精彩影视,http://60.16.0.36:5757/hls/38/index.m3u8
金鹰卡通,http://222.85.50.229:6070/hls/17/index.m3u8
金鹰卡通,http://183.129.255.66:8480/hls/49/index.m3u8

🎬电影频道,#genre#

🎥咪咕直播,#genre#

🏀体育频道,#genre#

🪁动画频道,#genre#
少儿动画,http://114.252.121.120:8899/hls/32/index.m3u8
少儿动画,http://114.252.114.191:8899/hls/32/index.m3u8

🏛经典剧场,#genre#

☘️江西频道,#genre#

☘️西藏频道,#genre#

☘️海外频道频道,#genre#

☘️数字频道频道,#genre#

☘️港澳地区频道,#genre#

♻️未匹配频道,#genre#
兵团卫视,http://210.76.37.57:1234/hls/58/index.m3u8
兵团卫视,http://183.237.71.182:40000/hls/50/index.m3u8
兵团卫视,http://14.106.98.202:888/hls/41/index.m3u8
发现之旅,http://210.76.37.57:1234/hls/76/index.m3u8
发现之旅,http://223.95.198.3:8000/hls/19/index.m3u8
法治天地,http://210.76.37.57:1234/hls/85/index.m3u8
东北热剧,http://210.76.37.57:1234/hls/91/index.m3u8
NewTV中国功夫,http://210.76.37.57:1234/hls/68/index.m3u8
哈尔滨新闻综合,http://210.76.37.57:1234/hls/8/index.m3u8
黑龙江农业科教,http://210.76.37.57:1234/hls/6/index.m3u8
吉林延边卫视,http://183.237.71.182:40000/hls/60/index.m3u8
内蒙古蒙古语卫视,http://1.31.14.70:54321/hls/54/index.m3u8
CCTV-NEWS,http://1.31.14.70:54321/hls/21/index.m3u8
CCTV-NEWS,http://113.200.114.168:20000/hls/16/index.m3u8
CCTV-NEWS,http://14.106.98.202:888/hls/5/index.m3u8
少儿频道,http://1.31.14.70:54321/hls/60/index.m3u8
BNTV-1,http://1.31.14.70:54321/hls/58/index.m3u8
BNTV-2,http://1.31.14.70:54321/hls/57/index.m3u8
BNTV-3,http://1.31.14.70:54321/hls/56/index.m3u8
内蒙古蒙古语文化,http://1.31.14.70:54321/hls/51/index.m3u8
农牧频道,http://1.31.14.70:54321/hls/49/index.m3u8
文体娱乐,http://1.31.14.70:54321/hls/53/index.m3u8
新闻综合,http://1.31.14.70:54321/hls/50/index.m3u8
经济生活,http://1.31.14.70:54321/hls/48/index.m3u8
老故事,http://60.16.0.36:5757/hls/42/index.m3u8
老故事,http://112.27.235.94:8000/hls/50/index.m3u8
老故事,http://ah2.sohu.blog:8000/hls/50/index.m3u8
老故事,http://183.129.255.66:8480/hls/50/index.m3u8
北京纪实,http://60.16.0.36:5757/hls/62/index.m3u8
求索记录,http://60.16.0.36:5757/hls/54/index.m3u8
沈阳新闻,http://60.16.0.36:5757/hls/18/index.m3u8
辽宁导视,http://60.16.0.36:5757/hls/51/index.m3u8
靓装,http://60.16.0.36:5757/hls/60/index.m3u8
魅力音乐,http://60.16.0.36:5757/hls/59/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
合肥生活,http://ah2.sohu.blog:8000/hls/19/index.m3u8
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8
合肥科创,http://ah2.sohu.blog:8000/hls/20/index.m3u8
肥西新闻综合,http://112.27.235.94:8000/hls/21/index.m3u8
肥西新闻综合,http://ah2.sohu.blog:8000/hls/21/index.m3u8
IPTV小品,http://113.200.114.168:20000/hls/46/index.m3u8
西安一套,http://113.200.114.168:20000/hls/48/index.m3u8
西安二套,http://113.200.114.168:20000/hls/49/index.m3u8
CGTV-4,http://183.129.255.66:8480/hls/4/index.m3u8
榆林卫视,http://106.44.226.206:88/hls/48/index.m3u8
陕西体育,http://106.44.226.206:88/hls/45/index.m3u8
陕西戏曲,http://106.44.226.206:88/hls/47/index.m3u8
陕西新闻,http://106.44.226.206:88/hls/43/index.m3u8
陕西秦腔,http://106.44.226.206:88/hls/46/index.m3u8
陕西都市,http://106.44.226.206:88/hls/44/index.m3u8
齐鲁,http://111.14.186.11:5009/hls/18/index.m3u8
CHC-影迷电影,http://hmfs.f3322.net:3388/hls/19/index.m3u8
电视剧台,http://119.39.198.94:808/hls/24/index.m3u8
中央十一台,http://42.49.176.207:808/hls/12/index.m3u8
中央十七台,http://42.49.176.207:808/hls/17/index.m3u8
中央十三台,http://42.49.176.207:808/hls/14/index.m3u8
中央十二台,http://42.49.176.207:808/hls/13/index.m3u8
中央十五台,http://42.49.176.207:808/hls/16/index.m3u8
中央十四台,http://42.49.176.207:808/hls/15/index.m3u8
CCTV-新闻,http://14.106.98.202:888/hls/9/index.m3u8
CCTV-音乐,http://14.106.98.202:888/hls/11/index.m3u8
CQTV影视,http://14.106.98.202:888/hls/14/index.m3u8
CQTV都市,http://14.106.98.202:888/hls/15/index.m3u8
CQTV时尚,http://14.106.98.202:888/hls/16/index.m3u8
中国气象,http://14.106.98.202:888/hls/44/index.m3u8
纪实频道,http://14.106.98.202:888/hls/46/index.m3u8
BTV少儿,http://114.252.121.120:8899/hls/21/index.m3u8
BTV少儿,http://114.252.114.191:8899/hls/21/index.m3u8
BTV影视,http://114.252.121.120:8899/hls/19/index.m3u8
BTV影视,http://114.252.114.191:8899/hls/19/index.m3u8
BTV生活,http://114.252.121.120:8899/hls/20/index.m3u8
BTV生活,http://114.252.114.191:8899/hls/20/index.m3u8
BTV科教,http://114.252.121.120:8899/hls/18/index.m3u8
BTV科教,http://114.252.114.191:8899/hls/18/index.m3u8
贵州,http://222.85.198.92:8000/hls/40/index.m3u8
1,http://144.0.23.33:8085/hls/1/index.m3u8
10,http://144.0.23.33:8085/hls/10/index.m3u8
11,http://144.0.23.33:8085/hls/11/index.m3u8
12,http://144.0.23.33:8085/hls/12/index.m3u8
13,http://144.0.23.33:8085/hls/13/index.m3u8
14,http://144.0.23.33:8085/hls/14/index.m3u8
15,http://144.0.23.33:8085/hls/15/index.m3u8
16,http://144.0.23.33:8085/hls/16/index.m3u8
17,http://144.0.23.33:8085/hls/17/index.m3u8
18,http://144.0.23.33:8085/hls/18/index.m3u8
19,http://144.0.23.33:8085/hls/19/index.m3u8
2,http://144.0.23.33:8085/hls/2/index.m3u8
20,http://144.0.23.33:8085/hls/20/index.m3u8
21,http://144.0.23.33:8085/hls/21/index.m3u8
22,http://144.0.23.33:8085/hls/22/index.m3u8
23,http://144.0.23.33:8085/hls/23/index.m3u8
24,http://144.0.23.33:8085/hls/24/index.m3u8
3,http://144.0.23.33:8085/hls/3/index.m3u8
4,http://144.0.23.33:8085/hls/4/index.m3u8
5,http://144.0.23.33:8085/hls/5/index.m3u8
6,http://144.0.23.33:8085/hls/6/index.m3u8
7,http://144.0.23.33:8085/hls/7/index.m3u8
8,http://144.0.23.33:8085/hls/8/index.m3u8
9,http://144.0.23.33:8085/hls/9/index.m3u8
Q 亳州新闻,http://120.209.208.163:5080/hls/2/index.m3u8
Q亳州农村,http://120.209.208.163:5080/hls/3/index.m3u8
